,Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,K_9,BB_9,K_BB,H_9,HR_9,WHIP,BABIP,LOB_PCT,FIP
0,콜,Bears,34,12,6,4.012738854,27,27,2,2,0,0,0,157.0,678,152,71,70,11,73,1,8,10,0,114,6.535031847,4.184713376,1.561643836,8.713375796,0.630573248,1.038216561,0.298728814,0.744485294,4.053503185
1,에르난데스,Giants,31,2,0,2.820893515,7,7,1,0,0,0,0,44.2,187,39,19,14,7,11,0,5,1,0,45,9.162895928,2.239819005,4.090909091,7.941176471,1.425339367,2.058823529,0.268907563,0.796460177,3.969230769
2,키퍼,Tigers,33,19,9,3.336084696,32,32,2,0,0,0,0,202.1,823,172,84,75,24,52,2,16,12,0,135,6.011875309,2.315685304,2.596153846,7.659574468,1.068777833,0.999505195,0.248322148,0.755813953,4.179713013
3,이상훈,Twins,31,7,2,1.680933154,52,0,0,0,18,0,0,85.2,343,53,18,16,8,30,9,3,2,0,92,9.718309859,3.169014085,3.066666667,5.598591549,0.845070423,1.725352113,0.214285714,0.909090909,3.317370892
4,만자니오,Twins,38,8,11,4.324444396,31,29,2,0,0,0,1,162.1,735,161,85,78,13,94,2,21,3,2,122,6.773596545,5.219000617,1.29787234,8.938926589,0.721776681,1.116594695,0.305154639,0.740884407,4.476989513
5,패트릭,Lions,31,5,7,5.961038961,21,20,0,0,0,0,0,77.0,344,100,52,51,11,20,0,5,2,0,45,5.25974026,2.337662338,2.25,11.68831169,1.285714286,2.194805195,0.338403042,0.666058394,4.667532468
6,레스,Bears,29,16,8,3.869858248,31,31,1,0,0,0,0,202.1,867,202,97,87,19,69,1,8,5,0,154,6.857991094,3.072736269,2.231884058,8.995546759,0.846115784,1.217219198,0.296596434,0.721077655,3.922414646
7,리오스,Tigers,29,14,5,3.139528098,54,13,3,0,13,0,1,157.2,662,140,59,55,14,44,2,24,5,0,102,5.839694656,2.519083969,2.318181818,8.015267176,0.801526718,0.928753181,0.263598326,0.790870488,3.899745547
8,러핀,Wyverns,30,1,0,2.596158893,9,0,0,0,0,0,0,17.1,66,8,5,5,1,6,0,1,2,0,18,9.473684211,3.157894737,3,4.210526316,0.526315789,2.456140351,0.175,0.735294118,2.907602339
9,임창용,Lions,26,17,6,3.083202532,36,29,0,0,2,0,0,204.1,841,188,82,70,24,34,4,24,2,0,160,7.055365017,1.499265066,4.705882353,8.290053895,1.058304753,0.994610485,0.273789649,0.77212806,3.66055855
10,파라,Eagles,29,3,1,6.0,31,0,0,0,4,0,0,39.0,183,48,29,26,3,15,3,6,2,0,32,7.384615385,3.461538462,2.133333333,11.07692308,0.692307692,1.769230769,0.354330709,0.617283951,3.712820513
11,경헌호,Twins,24,1,1,4.643314922,40,0,0,0,1,0,2,52.1,226,51,30,27,3,21,0,3,2,0,46,7.946257198,3.627639155,2.19047619,8.809980806,0.518234165,1.3243762,0.31372549,0.63559322,3.39193858
12,신철인,Unicorns,25,2,1,4.526943523,40,0,0,0,1,0,5,55.2,245,60,29,28,4,18,0,3,2,2,54,8.804347826,2.934782609,3,9.782608696,0.652173913,2.336956522,0.337349398,0.689655172,3.163768116
13,마일영,Unicorns,21,7,4,4.557556674,30,22,0,0,0,0,0,130.1,583,132,76,66,16,69,1,10,7,0,98,6.779400461,4.773251345,1.420289855,9.131437356,1.106840892,1.168332052,0.297435897,0.715800636,4.883320523
14,이용훈,Wyverns,24,2,3,8.639993408,17,5,0,0,0,0,0,41.2,199,51,41,40,11,20,2,5,2,0,46,10.04854369,4.368932039,2.3,11.1407767,2.402912621,1.45631068,0.341880342,0.577557756,5.894174757
15,이명호,Giants,21,0,0,4.295444677,21,0,0,0,0,0,1,14.2,67,15,7,7,2,9,1,1,1,0,11,6.971830986,5.704225352,1.222222222,9.507042254,1.267605634,1.901408451,0.295454545,0.810810811,5.383098592
16,장재혁,Eagles,26,0,1,3.857139104,20,0,0,0,0,0,1,32.2,148,37,18,14,3,12,2,3,5,0,29,8.105590062,3.354037267,2.416666667,10.34161491,0.838509317,2.670807453,0.336633663,0.711297071,3.727950311
17,조규수,Eagles,20,5,7,5.463327096,28,19,0,0,0,0,0,113.2,502,114,71,69,19,49,0,13,6,0,88,6.996466431,3.895759717,1.795918367,9.06360424,1.510600707,1.360424028,0.285285285,0.702811245,5.125795053
18,이승호,Wyverns,25,6,12,3.154198073,27,19,1,0,0,0,0,142.2,582,120,55,50,18,40,4,5,2,0,144,9.113924051,2.53164557,3.6,7.594936709,1.139240506,1.146272855,0.272,0.78683834,3.664135021
19,이동현,Twins,19,8,3,2.671115857,78,2,0,0,7,0,6,124.2,516,110,39,37,13,43,4,5,3,0,106,7.68115942,3.115942029,2.465116279,7.971014493,0.942028986,0.933977456,0.277936963,0.851216023,3.892431562
20,이정호,Lions,20,0,0,6.096794075,5,1,0,0,0,0,0,10.1,49,12,8,7,1,6,0,1,2,0,12,10.69306931,5.346534653,2,10.69306931,0.891089109,5.04950495,0.379310345,0.625,3.893069307
21,김장현,Giants,23,4,9,5.264609299,44,13,1,0,1,0,0,119.2,514,126,76,70,16,39,1,8,9,0,70,5.285234899,2.944630872,1.794871795,9.513422819,1.208053691,1.174496644,0.288713911,0.644090305,4.752013423
22,김제빈,Giants,20,0,0,6.545454545,17,0,0,0,1,0,2,22.0,101,25,18,16,2,14,0,2,2,0,10,4.090909091,5.727272727,0.714285714,10.22727273,0.818181818,1.363636364,0.315068493,0.602094241,5.381818182
23,김주철,Tigers,20,0,0,4.418189939,12,0,0,0,0,0,0,18.1,78,17,9,9,1,5,0,1,1,1,16,7.955801105,2.486187845,3.2,8.453038674,0.497237569,1.325966851,0.290909091,0.648148148,2.979005525
24,김백만,Eagles,19,1,1,4.547363582,17,1,0,0,0,0,1,31.2,131,30,16,16,6,7,0,0,0,1,31,8.942307692,2.019230769,4.428571429,8.653846154,1.730769231,1.570512821,0.275862069,0.734265734,4.385897436
25,지승민,Eagles,23,1,0,5.666666667,14,0,0,0,0,0,0,27.0,121,24,17,17,6,19,0,1,0,1,22,7.333333333,6.333333333,1.157894737,8.0,2.0,1.259259259,0.246575342,0.758426966,6.57037037
26,정대현,Wyverns,23,1,0,3.214285714,24,0,0,0,0,0,0,42.0,173,37,15,15,3,10,2,1,0,0,30,6.428571429,2.142857143,3,7.928571429,0.642857143,1.30952381,0.263565891,0.753424658,3.414285714
27,오승준,Wyverns,19,1,2,6.906968625,17,3,0,0,0,0,0,28.2,132,24,26,22,4,18,1,3,0,0,16,5.106382979,5.744680851,0.888888889,7.659574468,1.276595745,2.411347518,0.21978022,0.482233503,5.824113475
28,채병용,Wyverns,20,7,9,3.191489362,51,15,2,2,11,0,2,141.0,578,120,51,50,20,44,3,9,4,1,126,8.042553191,2.808510638,2.863636364,7.659574468,1.276595745,0.943262411,0.263852243,0.84137931,4.192907801
29,서승화,Twins,22,0,2,5.94495933,27,2,0,0,0,0,0,36.1,162,35,25,24,7,13,1,6,3,0,28,6.980609418,3.24099723,2.153846154,8.725761773,1.745152355,2.271468144,0.259259259,0.656108597,5.249861496
30,이재영,Bears,23,4,6,2.958905192,67,3,0,0,2,0,7,97.1,398,64,36,32,9,47,3,3,3,0,112,10.38105046,4.356333677,2.382978723,5.932028836,0.834191555,0.669412976,0.242290749,0.769230769,3.55015448
31,이대환,Unicorns,23,0,0,2.076923077,11,0,0,0,0,0,0,13.0,50,10,3,3,2,1,0,0,0,0,8,5.538461538,0.692307692,8,6.923076923,1.384615385,3.692307692,0.205128205,0.975609756,4.2
32,조용준,Unicorns,23,9,5,1.899082569,64,0,0,0,28,0,4,109.0,448,80,32,23,7,38,5,4,5,1,116,9.577981651,3.137614679,3.052631579,6.605504587,0.577981651,0.816513761,0.25795053,0.802139037,2.952293578
33,노병오,Lions,18,3,0,3.776221258,18,4,0,0,0,0,2,47.2,187,44,20,20,6,9,1,1,6,0,29,5.529661017,1.716101695,3.222222222,8.389830508,1.144067797,1.059322034,0.267605634,0.745614035,4.195762712
34,이명우,Giants,20,0,0,3.857150815,19,0,0,0,0,0,0,16.1,61,8,8,7,2,6,0,1,1,0,12,6.708074534,3.354037267,2,4.472049689,1.118012422,1.49068323,0.15,0.573770492,4.442236025
35,김풍철,Giants,25,1,3,3.666666667,25,1,0,0,1,0,0,54.0,219,49,24,22,6,16,0,3,0,0,44,7.333333333,2.666666667,2.75,8.166666667,1.0,1.037037037,0.286666667,0.738255034,3.903703704
36,변인재,Giants,23,0,1,6.0,5,0,0,0,0,0,0,12.0,53,12,8,8,0,7,0,0,0,0,5,3.75,5.25,0.714285714,9.0,0.0,2.833333333,0.292682927,0.578947368,4.116666667
37,강철민,Tigers,22,5,6,5.678108985,26,16,0,0,0,0,1,77.2,345,100,51,49,9,22,0,2,6,0,46,5.362694301,2.564766839,2.090909091,11.65803109,1.049222798,2.163212435,0.342105263,0.65529623,4.378756477
38,김진우,Tigers,19,12,11,4.069148936,33,29,4,1,0,0,0,188.0,818,201,94,85,20,67,1,11,14,1,177,8.473404255,3.207446809,2.641791045,9.622340426,0.957446809,1.122340426,0.333333333,0.737051793,3.769148936
39,신용운,Tigers,18,2,0,3.552631579,28,0,0,0,0,0,0,38.0,157,33,16,15,3,10,1,5,0,0,30,7.105263158,2.368421053,3,7.815789474,0.710526316,1.421052632,0.275229358,0.730593607,3.436842105
40,마정길,Eagles,23,2,5,5.4,59,0,0,0,6,0,6,60.0,275,64,38,36,8,21,5,13,3,0,54,8.1,3.15,2.571428571,9.6,1.2,1.916666667,0.312849162,0.69124424,4.183333333
41,제춘모,Wyverns,20,9,7,4.684931507,30,27,0,0,0,0,0,146.0,647,154,90,76,18,51,2,11,4,1,93,5.732876712,3.143835616,1.823529412,9.493150685,1.109589041,1.232876712,0.286919831,0.660377358,4.576712329
42,윤길현,Wyverns,18,3,3,7.293103448,24,11,0,0,0,0,0,58.0,265,65,47,47,15,26,2,5,3,0,42,6.517241379,4.034482759,1.615384615,10.0862069,2.327586207,1.25862069,0.282485876,0.653333333,6.45862069
43,김정수,Eagles,39,1,2,3.24,47,0,0,0,1,0,12,25.0,104,21,10,9,3,8,2,4,3,0,29,10.44,2.88,3.625,7.56,1.08,1.12,0.3,0.798611111,3.4
44,최창호,Twins,35,0,0,6.75,19,0,0,0,0,0,2,12.0,55,13,9,9,1,7,0,3,1,0,11,8.25,5.25,1.571428571,9.75,0.75,2.833333333,0.363636364,0.648148148,4.2
45,한용덕,Eagles,37,8,7,4.937128759,33,20,0,0,2,0,1,116.2,486,116,68,64,17,21,2,9,1,0,86,6.660929432,1.626506024,4.095238095,8.984509466,1.316695353,1.308089501,0.280453258,0.638297872,4.163855422
46,이강철,Tigers,36,5,2,3.171428571,66,0,0,0,17,0,8,105.0,441,82,41,37,12,36,4,10,0,0,97,8.314285714,3.085714286,2.694444444,7.028571429,1.028571429,1.295238095,0.244755245,0.782374101,3.866666667
47,송진우,Eagles,36,18,7,2.986363636,31,30,8,1,0,0,0,220.0,905,199,82,73,16,54,2,11,2,1,165,6.75,2.209090909,3.055555556,8.140909091,0.654545455,1.036363636,0.277693475,0.753311258,3.381818182
48,김상진,Wyverns,32,6,5,4.705700848,32,16,0,0,0,0,2,116.2,505,122,62,61,21,29,0,6,0,1,95,7.358003442,2.246127367,3.275862069,9.449225473,1.626506024,1.118760757,0.285310734,0.744514107,4.662994836
49,가내영,Tigers,31,1,0,2.52,13,3,0,0,0,0,1,25.0,115,32,11,7,2,8,0,2,1,0,18,6.48,2.88,2.25,11.52,0.72,1.92,0.352941176,0.790816327,3.76
50,권준헌,Unicorns,30,5,2,3.048387097,39,0,0,0,1,0,12,62.0,267,69,22,21,4,16,1,1,3,0,44,6.387096774,2.322580645,2.75,10.01612903,0.580645161,1.451612903,0.321782178,0.7960199,3.393548387
51,조웅천,Wyverns,31,9,5,3.266127626,56,0,0,0,6,0,5,82.2,327,70,31,30,8,21,10,1,1,0,63,6.897810219,2.299270073,3,7.664233577,0.875912409,1.338199513,0.264957265,0.754950495,3.698783455
52,이상훈,Bears,31,4,10,3.905226951,70,8,0,0,2,0,6,133.2,567,129,59,58,9,40,5,10,6,0,93,6.283783784,2.702702703,2.325,8.716216216,0.608108108,1.058558559,0.289156627,0.721153846,3.582882883
53,이상목,Eagles,31,0,7,6.096774194,30,6,0,0,3,0,2,62.0,269,70,43,42,13,12,1,4,1,0,47,6.822580645,1.741935484,3.916666667,10.16129032,1.887096774,1.564516129,0.295336788,0.634218289,4.990322581
54,조규제,Wyverns,34,6,8,4.233048932,46,8,0,0,6,0,3,78.2,347,81,40,37,13,27,4,10,4,0,64,7.3657289,3.10741688,2.37037037,9.322250639,1.496163683,1.099744246,0.291845494,0.781563126,4.760102302
55,김기덕,Wyverns,34,0,0,3.130434783,16,0,0,0,0,0,0,23.0,95,24,8,8,1,5,1,3,0,0,12,4.695652174,1.956521739,2.4,9.391304348,0.391304348,1.782608696,0.310810811,0.784313725,3.373913043
56,김원형,Wyverns,29,4,5,5.245717144,13,12,0,0,0,0,0,58.1,260,67,40,34,14,17,0,2,0,0,37,5.731497418,2.633390706,2.176470588,10.37865749,2.168674699,1.48020654,0.278947368,0.692771084,5.936660929
57,권명철,Bears,32,2,4,5.926825822,45,0,0,0,1,0,1,54.2,246,63,38,36,11,19,2,4,0,0,36,5.977859779,3.15498155,1.894736842,10.46125461,1.826568266,1.346863469,0.295454545,0.679886686,5.561623616
58,안병원,Twins,28,0,3,4.618427196,8,7,0,0,0,0,0,25.1,118,26,20,13,4,10,1,6,1,0,15,5.378486056,3.585657371,1.5,9.322709163,1.434262948,1.434262948,0.265060241,0.604395604,5.271713147
59,김태한,Wyverns,32,0,1,5.225806452,47,0,0,0,1,0,2,31.0,135,34,21,18,3,10,1,1,4,0,21,6.096774194,2.903225806,2.1,9.870967742,0.870967742,1.870967742,0.31,0.588235294,4.070967742
60,오봉옥,Tigers,33,1,3,3.312885374,40,0,0,0,0,0,3,54.1,238,62,22,20,10,24,1,2,3,0,33,5.489833641,3.992606285,1.375,10.3142329,1.663585952,1.182994455,0.307692308,0.891891892,5.713863216
61,곽채진,Tigers,29,0,0,4.295444677,10,0,0,0,0,0,1,14.2,58,12,8,7,4,2,0,2,3,0,8,5.070422535,1.267605634,4,7.605633803,2.535211268,1.478873239,0.19047619,0.769230769,6.157746479
62,가득염,Giants,32,0,2,5.610382245,50,1,0,0,0,0,8,25.2,116,34,19,16,5,9,3,2,1,0,15,5.357142857,3.214285714,1.666666667,12.14285714,1.785714286,2.777777778,0.341176471,0.684210526,5.66031746
63,염종석,Giants,29,8,14,4.358490566,31,30,0,0,0,0,0,159.0,690,180,93,77,15,36,1,15,2,0,108,6.113207547,2.037735849,3,10.18867925,0.849056604,1.314465409,0.319767442,0.657142857,3.747169811
64,지연규,Eagles,32,4,9,5.353450741,20,16,0,0,0,0,0,77.1,348,92,49,46,6,29,1,4,1,0,48,5.60311284,3.385214008,1.655172414,10.73929961,0.700389105,1.699092088,0.329501916,0.651801029,4.094941634
65,정민철,Eagles,30,7,13,5.347826087,26,24,0,0,0,0,0,138.0,599,144,83,82,19,39,1,9,4,1,116,7.565217391,2.543478261,2.974358974,9.391304348,1.239130435,1.108695652,0.300480769,0.659008464,4.156521739
66,김홍집,Eagles,31,0,0,4.44304366,39,0,0,0,1,0,4,26.1,121,30,15,13,4,9,0,6,0,0,17,5.862068966,3.103448276,1.888888889,10.34482759,1.379310345,1.570881226,0.305882353,0.76142132,4.924137931
67,노승욱,Giants,28,2,1,5.349061416,19,2,0,0,0,0,0,35.1,156,38,21,21,5,11,0,6,0,0,23,5.897435897,2.820512821,2.090909091,9.743589744,1.282051282,1.082621083,0.297297297,0.708333333,4.681481481
68,김민범,Unicorns,29,0,0,0.0,15,0,0,0,0,0,1,10.0,34,5,0,0,0,0,0,1,0,0,5,4.5,0.0,#DIV/0!,4.5,0.0,1.0,0.178571429,1.0,2.2
69,박충식,Tigers,31,5,3,3.965032321,48,0,0,0,8,0,12,47.2,191,46,21,21,5,5,2,3,0,0,33,6.292372881,0.953389831,6.6,8.771186441,0.953389831,1.355932203,0.282758621,0.70212766,3.496610169
70,김현욱,Lions,31,10,0,2.113042497,64,0,0,0,2,0,9,76.2,301,62,20,18,4,18,2,2,1,0,71,8.385826772,2.125984252,3.944444444,7.322834646,0.472440945,0.94488189,0.281553398,0.811518325,2.727559055
71,박진철,Tigers,27,1,3,4.0,7,6,0,0,0,0,0,27.0,114,21,15,12,2,10,0,4,1,0,7,2.333333333,3.333333333,0.7,7.0,0.666666667,2.777777778,0.208791209,0.621118012,4.755555556
72,노장진,Lions,27,11,5,2.544509275,63,1,0,0,23,0,1,127.1,515,98,38,36,15,54,4,0,2,1,146,10.33831629,3.823760818,2.703703704,6.939417781,1.062155783,0.952006294,0.276666667,0.870229008,3.71140834
73,신윤호,Twins,27,4,3,6.45,37,4,0,0,1,0,2,60.0,283,76,47,43,9,23,4,10,4,0,44,6.6,3.45,1.913043478,11.4,1.35,1.5,0.340101523,0.643153527,4.833333333
74,류택현,Twins,30,0,2,4.108695652,77,1,0,0,0,0,13,46.0,190,40,25,21,9,14,1,1,1,0,46,9.0,2.739130435,3.285714286,7.826086957,1.760869565,1.586956522,0.258333333,0.70754717,4.656521739
75,최상덕,Tigers,31,8,7,4.466165414,24,23,1,0,0,0,0,133.0,578,150,79,66,23,33,1,4,2,0,79,5.345864662,2.233082707,2.393939394,10.15037594,1.556390977,1.210526316,0.28929385,0.697674419,5.004511278
76,전준호,Unicorns,27,1,1,6.750007754,18,1,0,0,0,0,0,29.1,139,42,23,22,3,11,1,3,1,0,18,5.567010309,3.402061856,1.636363636,12.98969072,0.927835052,2.680412371,0.375,0.637065637,4.437113402
77,강상수,Giants,31,2,7,4.581818182,39,2,0,0,7,0,2,55.0,261,63,34,28,6,36,5,5,2,0,33,5.4,5.890909091,0.916666667,10.30909091,0.981818182,1.290909091,0.314917127,0.732217573,5.381818182
78,박지철,Giants,27,1,2,5.10810113,5,4,0,0,0,0,0,24.2,107,25,14,14,4,8,0,2,0,0,20,7.438016529,2.975206612,2.5,9.297520661,1.487603306,1.694214876,0.287671233,0.714285714,4.687603306
79,진필중,Bears,29,4,5,3.465242409,54,0,0,0,31,0,0,62.1,261,60,28,24,8,16,5,3,2,1,58,8.405797101,2.31884058,3.625,8.695652174,1.15942029,1.046698873,0.295454545,0.752212389,3.779710145
80,최용호,Bears,26,0,0,4.909079631,10,1,0,0,0,0,0,14.2,67,21,8,8,2,5,3,0,0,0,10,6.338028169,3.169014085,2,13.30985915,1.267605634,4.718309859,0.38,0.775862069,4.678873239
81,위재영,Unicorns,30,5,10,4.586538462,27,23,0,0,0,0,0,104.0,463,118,58,53,18,46,0,4,4,1,74,6.403846154,3.980769231,1.608695652,10.21153846,1.557692308,1.201923077,0.31152648,0.770308123,5.353846154
82,이원식,Tigers,30,0,1,6.750013122,6,6,0,0,0,0,0,17.1,86,24,15,13,4,7,0,2,1,0,15,7.894736842,3.684210526,2.142857143,12.63157895,2.105263158,1.812865497,0.344827586,0.656934307,5.714619883
83,손혁,Tigers,28,2,1,3.724144422,5,5,0,0,0,0,0,19.1,85,19,11,8,4,7,0,1,0,0,11,5.183246073,3.298429319,1.571428571,8.952879581,1.884816754,4.188481675,0.241935484,0.747663551,5.870157068
84,최원호,Twins,29,6,11,4.413450692,31,27,0,0,0,0,0,138.2,597,127,70,68,19,61,2,17,8,0,53,3.451519537,3.972503618,0.868852459,8.270622287,1.237337192,1.013024602,0.241610738,0.756726457,5.544428365
85,전병호,Lions,29,3,0,3.877657607,43,3,0,0,2,0,4,62.2,267,71,30,27,10,13,0,6,0,0,35,5.064308682,1.881028939,2.692307692,10.2733119,1.446945338,1.398713826,0.300492611,0.789473684,4.791639871
86,정현욱,Lions,23,1,1,4.0,20,2,0,0,0,0,0,36.0,153,32,20,16,2,16,0,2,2,0,34,8.5,4.0,2.125,8.0,0.5,1.388888889,0.303030303,0.63559322,3.366666667
87,차명주,Bears,28,1,2,3.857145246,67,0,0,0,1,0,17,51.1,218,46,23,22,4,18,3,1,3,0,37,6.516634051,3.170254403,2.055555556,8.101761252,0.704500978,1.272015656,0.265822785,0.707070707,3.826223092
88,이상열,Unicorns,25,4,2,3.927274634,64,3,0,0,1,0,10,73.1,307,71,37,32,5,19,1,1,3,0,71,8.741450068,2.339261286,3.736842105,8.741450068,0.615595075,1.285909713,0.312796209,0.642857143,2.926402189
89,김민기,Twins,25,7,5,3.181818182,21,19,0,0,0,0,0,99.0,412,101,39,35,12,23,0,3,0,0,66,6.0,2.090909091,2.869565217,9.181818182,1.090909091,1.414141414,0.288961039,0.798548094,4.139393939
90,장문석,Twins,27,10,3,1.598689466,59,0,0,0,4,0,9,101.1,411,75,22,18,3,39,2,3,2,0,86,7.65578635,3.471810089,2.205128205,6.676557864,0.267062315,0.979228487,0.257142857,0.842198582,3.041740851
91,임선동,Unicorns,28,8,6,4.514181351,21,20,0,0,1,0,0,105.2,457,118,58,53,12,24,0,7,2,0,61,5.218631179,2.053231939,2.541666667,10.09505703,1.02661597,1.150190114,0.300283286,0.688350983,4.207604563
92,전승남,Twins,27,0,0,6.352960065,11,0,0,0,0,0,0,11.1,55,16,8,8,1,3,1,3,1,0,8,6.486486486,2.432432432,2.666666667,12.97297297,0.810810811,3.243243243,0.375,0.67961165,3.740540541
93,이경필,Bears,28,1,2,5.472965496,10,5,0,0,0,0,0,24.2,121,30,17,15,3,20,1,2,1,0,13,4.834710744,7.438016529,0.65,11.15702479,1.115702479,3.636363636,0.325301205,0.732217573,6.216528926
94,김영수,Giants,27,2,18,4.791562786,36,20,0,0,0,0,1,118.1,548,136,74,63,13,58,1,4,6,0,76,5.791701948,4.419983065,1.310344828,10.36409822,0.990685859,1.270110076,0.309823678,0.689655172,4.817273497
95,최영필,Eagles,28,0,0,7.772727273,14,3,0,0,1,0,0,22.0,110,31,20,19,3,14,1,2,1,0,21,8.590909091,5.727272727,1.5,12.68181818,1.227272727,1.772727273,0.4,0.630841121,4.972727273
96,이정훈,Giants,24,1,3,6.319155732,19,0,0,0,0,0,1,31.1,144,42,22,22,1,8,1,4,0,0,19,5.498392283,2.31511254,2.375,12.15434084,0.289389068,2.057877814,0.366071429,0.608365019,3.167845659
97,문동환,Giants,30,2,7,5.104477612,17,10,1,0,2,0,0,67.0,303,83,46,38,8,22,0,3,0,0,49,6.582089552,2.955223881,2.227272727,11.14925373,1.074626866,1.388059701,0.339366516,0.640495868,4.274626866
98,오철민,Tigers,29,0,0,4.263157895,30,0,0,0,0,0,1,19.0,84,20,9,9,4,10,0,2,1,0,13,6.157894737,4.736842105,1.3,9.473684211,1.894736842,1.736842105,0.290909091,0.871212121,6.147368421
99,오상민,Lions,27,2,3,5.484375,54,3,1,0,3,0,2,64.0,279,73,46,39,13,13,1,3,0,1,43,6.046875,1.828125,3.307692308,10.265625,1.828125,2.046875,0.289855072,0.607344633,5.10625
100,김수경,Unicorns,22,12,10,4.876662964,27,27,0,0,0,0,0,151.1,657,155,84,82,25,58,1,2,8,0,130,7.743216413,3.454665784,2.24137931,9.232296492,1.489080079,1.164791529,0.294117647,0.727777778,4.781733951
101,김진웅,Lions,22,1,4,6.973514338,18,6,1,1,3,0,0,50.1,226,59,40,39,9,21,0,3,1,0,60,10.77844311,3.77245509,2.857142857,10.5988024,1.616766467,1.337325349,0.37593985,0.610795455,4.39760479
102,문남열,Lions,23,0,0,6.567585511,7,0,0,0,0,0,0,12.1,63,22,10,9,2,8,0,1,0,1,9,6.694214876,5.950413223,1.125,16.36363636,1.487603306,2.975206612,0.465116279,0.744680851,5.844628099
103,곽현희,Tigers,28,2,0,4.13264904,25,0,0,0,0,0,1,32.2,141,31,16,15,6,14,0,3,3,0,27,7.546583851,3.913043478,1.928571429,8.664596273,1.677018634,0.99378882,0.274725275,0.808080808,5.249689441
104,장성진,Bears,27,0,1,5.785714286,10,0,0,0,0,0,0,14.0,55,16,9,9,3,1,0,0,0,0,6,3.857142857,0.642857143,6,10.28571429,1.928571429,5.285714286,0.288888889,0.625,5.342857143
105,구자운,Bears,22,8,8,3.789473684,32,23,0,0,1,0,0,133.0,580,134,64,56,6,58,1,7,2,0,95,6.428571429,3.92481203,1.637931034,9.067669173,0.406015038,1.248120301,0.309178744,0.708289612,3.666165414
106,송신영,Unicorns,25,6,2,4.38533636,42,9,0,0,0,0,4,104.2,448,109,52,51,14,32,0,5,5,1,67,5.786948177,2.763915547,2.09375,9.414587332,1.209213052,1.103646833,0.287878788,0.743670886,4.581957774
107,박장희,Unicorns,26,0,0,6.136363636,13,0,0,0,0,0,0,22.0,98,28,15,15,3,6,0,1,2,0,17,6.954545455,2.454545455,2.833333333,11.45454545,1.227272727,2.590909091,0.352112676,0.649350649,4.245454545
108,라형진,Lions,25,4,4,4.925673898,44,10,0,0,2,0,4,98.2,427,104,60,54,16,29,0,13,7,0,73,6.690427699,2.657841141,2.517241379,9.531568228,1.466395112,1.619144603,0.297297297,0.69579288,4.717311609
109,김사율,Giants,22,4,11,5.483093785,49,11,0,0,0,0,2,108.1,501,119,76,66,12,55,2,11,9,1,64,5.32839963,4.579093432,1.163636364,9.907493062,0.999074931,1.304347826,0.298050139,0.64803805,4.985383904
110,박정진,Eagles,26,1,2,6.654934047,41,4,0,0,0,0,4,47.1,229,60,40,35,11,22,1,3,2,0,37,7.070063694,4.203821656,1.681818182,11.46496815,2.101910828,1.422505308,0.314102564,0.646551724,6.066242038
111,김병준,Eagles,25,1,1,6.151906606,15,2,0,0,0,0,0,26.1,119,34,19,18,2,7,0,2,0,0,17,5.862068966,2.413793103,2.428571429,11.72413793,0.689655172,3.754789272,0.351648352,0.597014925,3.698084291
112,토레스,Unicorns,25,10,11,4.192244521,28,28,3,2,0,0,0,180.1,778,182,97,84,21,64,1,21,11,0,97,4.847307052,3.198223209,1.515625,9.094947252,1.049416991,1.299278179,0.28,0.715488215,4.7047196
113,엘비라,Lions,34,13,6,2.496350365,22,21,0,0,0,0,0,137.0,570,115,44,38,7,52,1,4,8,0,111,7.291970803,3.416058394,2.134615385,7.554744526,0.459854015,1.160583942,0.272727273,0.787841191,3.382481752
114,피코타,Eagles,35,6,6,3.506482128,42,8,0,0,14,0,1,102.2,462,115,42,40,5,44,7,10,10,0,104,9.15851272,3.874755382,2.363636364,10.12720157,0.440313112,1.545988258,0.367892977,0.783950617,3.092367906
115,배영수,Lions,21,6,7,5.532789307,22,18,0,0,0,0,0,81.1,382,94,55,50,13,43,1,5,6,0,63,6.991368681,4.77188656,1.465116279,10.43156597,1.442663379,1.726263872,0.313953488,0.702746365,5.320838471
116,강영식,Lions,21,6,3,3.789473684,32,14,0,0,0,0,0,95.0,408,83,44,40,11,46,1,4,5,0,88,8.336842105,4.357894737,1.913043478,7.863157895,1.042105263,1.221052632,0.277992278,0.756802721,4.305263158
117,케펜,Twins,28,6,4,5.045454545,18,15,0,0,0,0,0,66.0,303,83,42,37,7,33,0,4,2,1,47,6.409090909,4.5,1.424242424,11.31818182,0.954545455,2.484848485,0.358490566,0.707803993,4.654545455
118,매기,Wyverns,34,6,9,4.692707299,23,23,2,1,0,0,0,132.1,589,127,80,69,10,81,0,5,4,0,124,8.448145344,5.518546556,1.530864198,8.652535958,0.681302044,1.014383043,0.317073171,0.668341709,4.146252839
119,이정민,Giants,23,0,0,3.272727273,8,1,0,0,0,0,0,11.0,49,8,6,4,1,7,0,0,0,0,1,0.818181818,5.727272727,0.142857143,6.545454545,0.818181818,6.909090909,0.175,0.661764706,6.109090909
