,Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,K_9,BB_9,K_BB,H_9,HR_9,WHIP,BABIP,LOB_PCT,FIP
141,진해수,Twins,29,2,2,5.717653859,39,0,0,0,0,0,4,28.1,128,29,19,18,2,16,0,5,3,0,20,6.40569395,5.12455516,1.25,9.288256228,0.640569395,1.459074733,0.317647059,0.656779661,4.409964413
142,유원상,Twins,29,1,1,5.594594595,25,0,0,0,0,0,1,37.0,163,44,26,23,6,12,1,2,2,0,22,5.351351351,2.918918919,1.833333333,10.7027027,1.459459459,1.513513514,0.314049587,0.64516129,5.091891892
143,이원재,Bears,26,1,0,12.65621002,12,0,0,0,0,0,0,10.2,63,21,15,15,2,12,0,1,4,0,5,4.411764706,10.58823529,0.416666667,18.52941176,1.764705882,3.039215686,0.441860465,0.608974359,8.298039216
144,김강률,Bears,26,3,1,2.454539815,16,0,0,0,0,1,3,14.2,67,14,5,4,1,10,0,0,1,0,7,4.436619718,6.338028169,0.7,8.873239437,0.633802817,2.394366197,0.265306122,0.840707965,5.242253521
145,백정현,Lions,27,0,0,6.107142857,31,1,0,0,0,0,2,28.0,135,32,19,19,3,20,1,1,3,0,37,11.89285714,6.428571429,1.85,10.28571429,0.964285714,2.142857143,0.391891892,0.696721311,4.092857143
146,이동걸,Eagles,31,2,0,4.466168616,32,0,0,0,0,0,0,44.1,219,58,28,22,8,28,3,4,5,0,25,5.102040816,5.714285714,0.892857143,11.83673469,1.632653061,1.632653061,0.324675325,0.78680203,6.329251701
147,정찬헌,Twins,25,3,6,5.522727273,32,0,0,0,1,1,5,44.0,191,49,27,27,3,14,2,5,2,0,32,6.545454545,2.863636364,2.285714286,10.02272727,0.613636364,2.659090909,0.335766423,0.642633229,3.586363636
148,진야곱,Bears,26,5,9,7.012964256,47,14,0,0,0,1,4,102.2,486,120,88,80,12,68,0,3,9,4,108,9.510763209,5.988258317,1.588235294,10.56751468,1.056751468,1.37964775,0.366101695,0.591274397,4.609001957
149,임창민,Dinos,29,1,5,3.796875,61,0,0,0,31,4,0,64.0,266,57,28,27,7,21,2,1,3,0,72,10.125,2.953125,3.428571429,8.015625,0.984375,1.25,0.303030303,0.73699422,3.35625
150,민태호,Dinos,25,1,0,4.909084464,21,0,0,0,0,0,0,25.2,128,28,17,14,2,23,1,4,1,0,21,7.5,8.214285714,0.913043478,10.0,0.714285714,1.468253968,0.333333333,0.727969349,5.303174603
151,김수완,Bears,25,0,0,8.804367175,9,2,0,0,0,0,0,15.1,80,22,15,15,4,9,0,3,0,0,13,7.748344371,5.364238411,1.444444444,13.11258278,2.38410596,2.38410596,0.352941176,0.669014085,6.709933775
152,정대훈,Eagles,30,1,1,4.75,51,0,0,0,0,1,2,36.0,162,44,21,19,4,14,3,5,1,0,12,3.0,3.5,0.857142857,11.0,1.0,1.527777778,0.31496063,0.731707317,5.144444444
153,백청훈,Wyverns,27,1,2,4.79031477,7,4,0,0,0,0,0,20.2,94,24,13,11,2,11,0,2,4,1,14,6.237623762,4.900990099,1.272727273,10.69306931,0.891089109,1.485148515,0.338461538,0.701754386,4.734653465
154,최동환,Twins,25,0,0,8.274180058,17,0,0,0,0,0,0,20.2,101,32,19,19,7,6,1,2,2,0,21,9.356435644,2.673267327,3.5,14.25742574,3.118811881,1.782178218,0.384615385,0.695364238,6.516831683
155,배우열,Wiz,29,0,0,5.625,12,0,0,0,0,1,1,16.0,70,21,10,10,2,4,0,0,2,0,17,9.5625,2.25,4.25,11.8125,1.125,4.0625,0.404255319,0.675675676,3.45
156,유희관,Bears,29,18,5,3.9384815,30,30,1,1,0,0,0,189.2,786,193,84,83,23,44,0,4,4,1,126,5.993657505,2.093023256,2.863636364,9.180761099,1.094080338,1.104651163,0.288624788,0.751915709,4.146088795
157,오현택,Bears,29,1,3,5.303571429,61,0,0,0,0,1,13,56.0,239,59,33,33,6,16,3,4,0,1,45,7.232142857,2.571428571,2.8125,9.482142857,0.964285714,1.339285714,0.31547619,0.651558074,3.842857143
158,정인욱,Lions,24,2,2,8.284100425,12,4,0,0,1,0,0,29.1,143,40,27,27,5,16,0,2,0,0,29,8.969072165,4.948453608,1.8125,12.37113402,1.546391753,2.783505155,0.384615385,0.607843137,5.090034364
159,허준혁,Bears,24,3,2,3.571428571,16,14,0,0,0,0,0,63.0,282,52,37,25,7,41,1,6,3,0,45,6.428571429,5.857142857,1.097560976,7.428571429,1.0,1.0,0.245901639,0.695067265,5.168253968
160,박성호,Eagles,28,0,0,4.79031477,16,0,0,0,0,0,1,20.2,96,24,14,11,2,11,1,1,1,0,12,5.346534653,4.900990099,1.090909091,10.69306931,0.891089109,1.584158416,0.314285714,0.662650602,4.932673267
161,최영필,Tigers,41,5,2,2.857142857,59,0,0,0,0,3,10,63.0,247,57,23,20,8,8,0,2,1,0,51,7.285714286,1.142857143,6.375,8.142857143,1.142857143,1.047619048,0.275280899,0.788530466,3.612698413
162,김광삼,Twins,34,0,1,5.744668495,4,4,0,0,0,0,0,15.2,72,16,13,10,2,9,0,1,0,0,11,6.513157895,5.328947368,1.222222222,9.473684211,1.184210526,2.5,0.285714286,0.560344828,5.239473684
163,송신영,Heroes,38,7,4,5.347826087,18,16,0,0,0,0,0,69.0,298,77,42,41,12,22,0,2,2,0,46,6.0,2.869565217,2.090909091,10.04347826,1.565217391,1.246376812,0.300925926,0.700712589,5.084057971
164,권오준,Lions,35,0,0,8.035714286,30,0,0,0,0,0,0,28.0,131,33,27,25,5,9,1,5,2,0,24,7.714285714,2.892857143,2.666666667,10.60714286,1.607142857,1.571428571,0.318181818,0.5,4.771428571
165,김사율,Wiz,35,0,0,8.064924477,21,0,0,0,0,1,0,25.2,126,40,28,23,4,11,1,2,3,0,24,8.571428571,3.928571429,2.181818182,14.28571429,1.428571429,3.134920635,0.423529412,0.52742616,4.668253968
166,박정진,Eagles,39,6,1,3.09375,76,0,0,0,1,1,15,96.0,411,84,37,33,8,39,3,5,7,0,92,8.625,3.65625,2.358974359,7.875,0.75,1.125,0.284644195,0.779109589,3.585416667
167,심창민,Lions,22,6,3,4.277229984,61,0,0,0,0,0,9,67.1,280,54,32,32,7,24,1,5,2,0,91,12.20566319,3.219076006,3.791666667,7.242921013,0.938897168,1.549925484,0.307189542,0.696721311,2.916840537
168,임정우,Twins,24,6,9,5.036697248,54,11,0,0,5,3,3,109.0,501,123,65,61,8,50,4,14,8,1,99,8.174311927,4.128440367,1.98,10.1559633,0.660550459,1.486238532,0.348484848,0.693970421,3.713761468
169,배영수,Eagles,34,4,11,7.03960396,32,21,0,0,0,1,1,101.0,469,124,93,79,21,39,0,14,6,0,56,4.99009901,3.475247525,1.435897436,11.04950495,1.871287129,1.326732673,0.303834808,0.569105691,5.952475248
170,강영식,Giants,34,2,1,4.189651728,50,0,0,0,2,1,6,38.2,159,40,21,18,6,10,0,0,2,0,46,10.83769634,2.356020942,4.6,9.42408377,1.413612565,1.780104712,0.350515464,0.697115385,3.618848168
171,이재우,Bears,35,0,2,6.260869565,37,1,0,0,0,1,9,46.0,213,44,33,32,9,28,0,5,2,0,47,9.195652174,5.47826087,1.678571429,8.608695652,1.760869565,1.630434783,0.282258065,0.683229814,5.526086957
172,이정민,Giants,36,1,4,5.843279423,34,0,0,0,1,2,5,44.2,212,59,34,29,4,31,2,2,6,0,36,7.330316742,6.312217195,1.161290323,12.01357466,0.814479638,1.719457014,0.395683453,0.671296296,4.85158371
173,우규민,Twins,30,11,9,3.419206342,25,25,1,0,0,0,0,152.2,621,163,64,58,13,17,0,12,2,0,119,7.036793693,1.005256242,7,9.638633377,0.768725361,1.517739816,0.326086957,0.736478711,3.08173456
174,장원준,Bears,29,12,12,4.084471168,30,30,1,0,0,0,0,169.2,748,182,86,77,13,68,1,14,2,0,128,6.808510638,3.617021277,1.882352941,9.680851064,0.691489362,1.276595745,0.321904762,0.724165989,3.891489362
175,윤희상,Wyverns,30,5,9,5.882145101,21,21,0,0,0,0,0,93.1,415,113,65,61,15,34,2,3,2,0,67,6.476906552,3.2867884,1.970588235,10.92373792,1.450053706,1.353383459,0.331081081,0.658914729,4.950805585
176,손승락,Heroes,33,4,6,3.815219369,58,0,0,0,23,6,0,61.1,272,73,35,26,6,13,2,3,1,0,63,9.279869067,1.914893617,4.846153846,10.75286416,0.883797054,1.358428805,0.35828877,0.669975186,3.052700491
177,이현승,Bears,31,3,1,2.892855172,41,0,0,0,18,6,2,46.2,191,45,16,15,3,10,2,2,2,0,41,7.987012987,1.948051948,4.1,8.766233766,0.584415584,2.575757576,0.311111111,0.776515152,2.918614719
178,차우찬,Lions,28,13,7,4.786127168,31,29,0,0,0,0,1,173.0,743,160,98,92,28,74,1,5,9,1,194,10.09248555,3.849710983,2.621621622,8.323699422,1.456647399,0.971098266,0.298642534,0.705705706,4.344508671
179,박희수,Wyverns,31,0,0,5.4,14,1,0,0,0,1,2,10.0,51,13,6,6,3,8,0,1,0,0,12,10.8,7.2,1.5,11.7,2.7,4.1,0.37037037,0.898876404,7.1
180,장시환,Wiz,27,7,5,3.977676675,47,0,0,0,12,5,0,74.2,308,73,33,33,1,28,2,1,6,0,75,9.09703504,3.396226415,2.678571429,8.854447439,0.121293801,1.320754717,0.354679803,0.685884692,2.485714286
181,이상화,Giants,27,3,8,6.545454545,14,12,0,0,0,0,0,55.0,255,69,43,40,7,25,0,1,1,0,35,5.727272727,4.090909091,1.4,11.29090909,1.145454545,1.581818182,0.331550802,0.610328638,4.945454545
182,이재곤,Giants,26,0,2,6.230769231,5,5,0,0,0,0,0,13.0,71,15,10,9,1,18,0,4,0,0,9,6.230769231,12.46153846,0.5,10.38461538,0.692307692,1.538461538,0.358974359,0.758426966,6.969230769
183,박명환,Dinos,38,1,1,4.846153846,11,4,0,0,0,0,0,26.0,118,36,14,14,6,5,0,3,2,0,15,5.192307692,1.730769231,3,12.46153846,2.076923077,1.961538462,0.337078652,0.842696629,5.623076923
184,손민한,Dinos,40,11,6,4.885714286,26,19,0,0,0,0,0,105.0,444,122,65,57,8,15,0,5,3,0,50,4.285714286,1.285714286,3.333333333,10.45714286,0.685714286,1.228571429,0.31147541,0.588685015,3.666666667
185,이혜천,Dinos,36,0,0,5.192317786,29,0,0,0,0,0,3,17.1,74,15,11,10,3,7,0,2,1,0,10,5.263157895,3.684210526,1.428571429,7.894736842,1.578947368,1.988304094,0.230769231,0.656565657,5.539181287
186,찰리,Dinos,29,4,5,5.73750342,12,12,0,0,0,0,0,53.1,245,67,39,34,8,19,0,7,1,0,29,4.915254237,3.220338983,1.526315789,11.3559322,1.355932203,1.506591337,0.324175824,0.660146699,5.139736347
187,밴와트,Wyverns,29,5,3,4.633138709,12,12,0,0,0,0,0,56.1,245,70,29,29,5,13,0,2,2,1,50,8.021390374,2.085561497,3.846153846,11.22994652,0.802139037,1.461675579,0.371428571,0.717948718,3.271301248
188,김재윤,Wiz,24,1,2,4.231340272,42,0,0,0,0,1,6,44.2,188,46,23,21,3,12,2,1,1,0,70,14.25339367,2.443438914,5.833333333,9.366515837,0.610859729,2.081447964,0.421568627,0.656934307,1.729411765
189,송승준,Giants,35,8,7,4.752,25,23,0,0,0,0,0,125.0,551,131,71,66,17,46,1,4,8,0,112,8.064,3.312,2.434782609,9.432,1.224,1.048,0.306451613,0.699745547,4.28
0,레일리,Giants,28,8,10,4.337537122,31,31,1,1,0,0,0,184.2,808,207,105,89,21,51,1,17,5,2,147,7.182410423,2.491856678,2.882352941,10.11400651,1.026058632,1.351791531,0.325174825,0.69218241,3.916612378
1,코프랜드,Twins,28,2,3,5.542108045,13,13,0,0,0,0,0,63.1,314,71,53,39,8,42,0,7,13,0,34,4.849445325,5.990491284,0.80952381,10.12678288,1.141045959,2.076069731,0.282511211,0.615808824,5.767353407
2,켈리,Wyverns,27,9,8,3.683866499,31,31,0,0,0,0,0,200.1,846,205,91,82,15,60,0,7,8,2,152,6.836581709,2.698650675,2.533333333,9.220389805,0.674662669,1.234382809,0.310457516,0.721115538,3.554822589
3,코엘로,Heroes,31,6,5,3.774193548,12,12,0,0,0,0,0,62.0,271,50,29,26,6,42,0,2,0,0,46,6.677419355,6.096774194,1.095238095,7.258064516,0.870967742,0.967741935,0.251428571,0.759345794,5.006451613
4,임창용,Tigers,40,3,3,4.371428571,34,0,0,0,15,6,0,35.0,159,45,18,17,5,10,3,1,5,1,38,9.771428571,2.571428571,3.8,11.57142857,1.285714286,1.514285714,0.380952381,0.775510204,3.742857143
5,윤석민,Tigers,29,2,2,3.193548387,16,3,1,0,1,0,6,31.0,139,36,14,11,1,8,0,5,1,0,26,7.548387097,2.322580645,3.25,10.4516129,0.290322581,1.774193548,0.353535354,0.735294118,2.716129032
6,밴헤켄,Heroes,36,7,3,3.375,12,12,0,0,0,0,0,72.0,287,55,29,27,10,19,0,5,1,0,81,10.125,2.375,4.263157895,6.875,1.25,1.0,0.261627907,0.769230769,3.547222222
7,서캠프,Eagles,28,2,5,6.314520985,17,8,0,0,1,1,0,41.1,194,54,32,29,5,17,0,5,2,0,36,7.883211679,3.722627737,2.117647059,11.82481752,1.094890511,2.311435523,0.374045802,0.637681159,4.270559611
8,김광현,Wyverns,27,11,8,3.875912409,27,21,1,0,0,0,1,137.0,583,139,68,59,17,41,2,6,3,0,116,7.620437956,2.693430657,2.829268293,9.131386861,1.116788321,1.576642336,0.302729529,0.727496917,4.017518248
9,양현종,Tigers,28,10,12,3.683866499,31,31,3,0,0,0,0,200.1,850,191,96,82,19,77,0,2,6,2,146,6.566716642,3.463268366,1.896103896,8.590704648,0.854572714,1.154422789,0.283828383,0.714872638,4.129535232
10,카스티요,Eagles,27,7,4,6.428571429,20,15,0,0,0,1,0,84.0,393,106,62,60,7,40,0,10,4,0,60,6.428571429,4.285714286,1.5,11.35714286,0.75,1.869047619,0.358695652,0.642954856,4.283333333
11,헥터,Tigers,29,15,5,3.396768593,31,31,3,1,0,0,0,206.2,868,211,88,78,7,51,0,6,7,0,139,6.066925315,2.22599418,2.725490196,9.209505335,0.305528613,1.105722599,0.306766917,0.697134005,3.035111542
12,세든,Wyverns,32,5,5,5.370967742,12,12,0,0,0,0,0,62.0,283,76,52,37,8,17,0,1,8,0,43,6.241935484,2.467741935,2.529411765,11.03225806,1.161290323,2.322580645,0.317757009,0.507246377,4.312903226
13,지크,Tigers,26,10,13,5.269736842,30,29,0,0,0,0,0,152.0,705,188,104,89,16,68,0,5,5,1,125,7.401315789,4.026315789,1.838235294,11.13157895,0.947368421,1.546052632,0.350305499,0.658005029,4.265789474
14,웹스터,Lions,26,4,4,5.704225352,12,12,0,0,0,0,0,71.0,325,72,48,45,10,47,0,3,4,1,59,7.478873239,5.957746479,1.255319149,9.126760563,1.267605634,1.14084507,0.300970874,0.685185185,5.354929577
15,허프,Twins,31,7,2,3.133927077,13,11,0,0,0,0,1,74.2,299,72,34,26,2,9,0,1,0,0,46,5.579514825,1.091644205,5.111111111,8.733153639,0.242587601,1.738544474,0.290456432,0.606060606,2.674393531
16,니퍼트,Bears,35,22,3,2.952280282,28,27,1,1,0,0,0,167.2,701,151,61,55,15,57,0,9,8,0,142,7.64354067,3.068181818,2.49122807,8.127990431,0.807416268,1.226076555,0.284518828,0.795918367,3.690430622
17,보우덴,Bears,29,18,7,3.8,30,30,1,1,0,0,0,180.0,742,159,83,76,17,54,0,6,8,2,160,8.0,2.7,2.962962963,7.95,0.85,1.066666667,0.281188119,0.696721311,3.55
18,플란데,Lions,30,2,6,7.601937806,13,13,0,0,0,0,0,68.2,330,92,66,58,13,33,0,1,1,4,56,7.390029326,4.35483871,1.696969697,12.14076246,1.715542522,1.774193548,0.348017621,0.556586271,5.487390029
19,마리몬,Wiz,27,6,4,5.225806452,12,12,0,0,0,0,0,62.0,275,60,38,36,3,29,0,6,8,0,45,6.532258065,4.209677419,1.551724138,8.709677419,0.435483871,1.161290323,0.296875,0.627753304,3.780645161
20,로저스,Eagles,30,2,3,4.300881326,6,6,1,0,0,0,0,37.2,160,42,22,18,3,12,0,2,0,3,24,5.806451613,2.903225806,2.0,10.16129032,0.725806452,2.419354839,0.327731092,0.656370656,3.925806452
21,피어밴드,Wiz,30,7,13,4.450549451,31,30,0,0,0,0,0,182.0,803,231,97,90,23,48,0,10,6,3,144,7.120879121,2.373626374,3.0,11.42307692,1.137362637,1.335164835,0.359861592,0.747663551,4.051648352
22,벨레스터,Lions,30,0,3,8.027048958,3,3,0,0,0,0,0,12.1,66,20,14,11,1,12,0,0,2,0,5,3.719008264,8.925619835,0.416666667,14.87603306,0.743801653,4.79338843,0.395833333,0.588235294,6.423140496
23,소사,Twins,30,10,9,5.155778894,33,33,0,0,0,0,0,199.0,870,258,121,114,12,38,2,9,6,0,107,4.83919598,1.718592965,2.815789474,11.66834171,0.542713568,1.371859296,0.349431818,0.638445524,3.481407035
24,피노,Wiz,32,2,3,7.153846154,12,8,0,0,0,0,1,39.0,191,62,36,31,4,15,0,4,3,0,23,5.307692308,3.461538462,1.533333333,14.30769231,0.923076923,3.0,0.4,0.596816976,4.507692308
25,스튜어트,Dinos,29,12,8,4.56,27,27,0,0,0,0,0,150.0,653,160,79,76,11,55,1,8,4,0,118,7.08,3.3,2.145454545,9.6,0.66,1.58,0.323210412,0.693641618,3.68
26,린드블럼,Giants,29,10,13,5.278205632,30,30,1,0,0,0,0,177.1,791,197,109,104,28,77,0,9,7,0,148,7.521174478,3.913043478,1.922077922,10.01129305,1.422924901,1.236589497,0.319470699,0.713699754,4.888311688
27,봉중근,Twins,35,1,0,4.954132775,19,5,0,0,0,2,2,36.1,175,41,23,20,4,22,0,2,0,0,20,4.986149584,5.484764543,0.909090909,10.22160665,0.997229917,3.074792244,0.291338583,0.707070707,5.36066482
28,류제국,Twins,33,13,11,4.295463619,29,29,1,1,0,0,0,161.1,701,152,83,77,14,70,0,21,13,0,138,7.709497207,3.910614525,1.971428571,8.491620112,0.782122905,1.13594041,0.301310044,0.716204118,3.920049659
29,해커,Dinos,33,13,3,3.454967933,23,23,0,0,0,0,0,140.2,587,132,57,54,14,31,0,10,5,0,119,7.639087019,1.990014265,3.838709677,8.47360913,0.89871612,1.105563481,0.285714286,0.75619296,3.463908702
30,이승현,Twins,24,3,1,5.487804878,38,0,0,0,0,1,3,41.0,191,46,28,25,5,23,1,4,1,0,29,6.365853659,5.048780488,1.260869565,10.09756098,1.097560976,1.56097561,0.315384615,0.681818182,5.053658537
31,김지용,Twins,28,3,4,3.571428571,51,0,0,0,0,1,17,63.0,258,52,25,25,9,18,3,5,4,0,56,8.0,2.571428571,3.111111111,7.428571429,1.285714286,1.682539683,0.252941176,0.801282051,4.136507937
32,이재학,Dinos,25,12,4,4.582233473,26,24,0,0,0,0,0,127.2,569,140,72,65,19,54,0,6,3,0,134,9.481132075,3.820754717,2.481481481,9.905660377,1.344339623,1.446540881,0.33988764,0.738177624,4.308490566
33,정대현,Wiz,24,4,10,7.291973645,22,22,0,0,0,0,0,91.1,428,115,82,74,13,44,0,5,2,1,57,5.631174533,4.34687157,1.295454545,11.3611416,1.284302964,1.580680571,0.330097087,0.562414266,5.252689352
34,김건태,Heroes,24,1,5,5.257897376,34,4,0,0,0,0,0,63.1,288,71,44,37,9,29,0,6,5,0,28,3.993660856,4.136291601,0.965517241,10.12678288,1.283676704,1.18858954,0.287037037,0.663811563,5.54548336
35,김현우,Lions,28,1,0,3.483865287,17,0,0,0,0,0,0,20.2,91,26,9,8,3,4,0,2,1,0,19,8.465346535,1.782178218,4.75,11.58415842,1.336633663,2.722772277,0.365079365,0.827338129,3.843564356
36,박시영,Giants,27,2,3,5.399997216,42,2,0,0,0,0,1,61.2,277,64,38,37,6,29,3,2,8,0,57,8.382352941,4.264705882,1.965517241,9.411764706,0.882352941,1.58496732,0.316939891,0.658198614,4.033333333
37,임기준,Tigers,24,0,2,6.03192138,19,6,0,0,1,0,1,31.1,158,37,23,21,2,33,1,4,1,0,15,4.340836013,9.549839228,0.454545455,10.7073955,0.578778135,1.864951768,0.336538462,0.716292135,6.254662379
38,심동섭,Tigers,24,5,2,6.451321989,54,0,0,0,1,1,13,37.2,182,45,30,27,5,21,0,4,2,0,33,7.983870968,5.080645161,1.571428571,10.88709677,1.209677419,1.451612903,0.336134454,0.634920635,4.866666667
39,김경태,Eagles,25,0,0,7.714263433,10,0,0,0,0,0,0,11.2,58,17,10,10,2,9,0,0,1,0,12,9.642857143,7.232142857,1.333333333,13.66071429,1.607142857,2.857142857,0.428571429,0.689655172,5.789285714
40,김용주,Eagles,24,0,2,9.765936442,17,2,0,0,0,0,0,15.2,79,19,18,17,2,15,0,0,1,0,12,7.105263158,8.881578947,0.8,11.25,1.184210526,5.328947368,0.34,0.512820513,6.292105263
41,이태양,Eagles,25,5,8,4.967373782,29,25,0,0,1,0,0,112.1,512,128,66,62,15,62,1,3,2,0,60,4.817127565,4.977698483,0.967741935,10.2765388,1.204281891,1.953612846,0.303763441,0.738372093,5.528278323
42,박종훈,Wyverns,24,8,13,5.657142857,28,28,0,0,0,0,0,140.0,650,141,102,88,17,91,0,23,4,0,104,6.685714286,5.85,1.142857143,9.064285714,1.092857143,1.057142857,0.298795181,0.661764706,5.242857143
43,문광은,Wyverns,28,1,1,9.529411765,17,0,0,0,0,1,1,17.0,85,30,18,18,6,7,0,0,0,2,13,6.882352941,3.705882353,1.857142857,15.88235294,3.176470588,3.647058824,0.406779661,0.664335664,7.494117647
44,임찬규,Twins,23,3,3,6.510638298,15,10,0,0,0,0,1,47.0,215,46,35,34,6,32,0,6,6,0,38,7.276595745,6.127659574,1.1875,8.808510638,1.14893617,1.404255319,0.30075188,0.648148148,5.285106383
45,이현호,Bears,23,0,2,7.085106383,41,1,0,0,0,0,0,47.0,223,63,37,37,5,20,1,5,7,0,32,6.127659574,3.829787234,1.6,12.06382979,0.957446809,1.85106383,0.360248447,0.62962963,4.49787234
46,안규영,Bears,28,1,2,6.608387201,16,9,0,0,0,0,0,47.2,229,73,36,35,6,24,0,4,2,0,24,4.576271186,4.576271186,1.0,13.91949153,1.144067797,2.097457627,0.391812865,0.701943844,5.361016949
47,이태양,Dinos,23,2,2,4.212765957,10,10,0,0,0,0,0,47.0,209,44,22,22,7,26,1,8,0,0,27,5.170212766,4.978723404,1.038461538,8.425531915,1.340425532,1.319148936,0.262411348,0.82111437,5.646808511
48,윤지웅,Twins,28,4,2,6.545454545,59,0,0,0,0,1,11,44.0,196,48,33,32,4,18,2,4,1,0,37,7.568181818,3.681818182,2.055555556,9.818181818,0.818181818,1.522727273,0.330827068,0.574534161,3.927272727
49,김대우,Lions,27,6,0,5.045454545,67,0,0,0,0,1,11,66.0,295,82,39,37,8,19,1,6,2,0,37,5.045454545,2.590909091,1.947368421,11.18181818,1.090909091,1.863636364,0.328888889,0.709812109,4.518181818
50,홍건희,Tigers,23,4,4,4.981551779,50,9,0,0,4,3,5,90.1,407,103,53,50,10,41,2,1,8,0,83,8.290788013,4.095449501,2.024390244,10.28856826,0.998890122,1.354051054,0.341911765,0.702290076,4.165593785
51,한승혁,Tigers,23,3,2,4.860004635,36,0,0,0,1,0,9,33.1,152,36,21,18,3,19,1,2,8,0,31,8.429003021,5.166163142,1.631578947,9.788519637,0.81570997,1.480362538,0.340206186,0.681818182,4.227190332
52,서진용,Wyverns,23,0,0,4.724994029,25,0,0,0,0,0,3,26.2,120,26,16,14,3,13,2,2,5,0,30,10.30534351,4.465648855,2.307692308,8.93129771,1.030534351,1.41221374,0.319444444,0.679347826,3.887022901
53,최성훈,Twins,26,2,1,7.147048199,28,0,0,0,0,0,4,22.2,112,35,22,18,1,11,1,0,0,0,8,3.243243243,4.459459459,0.727272727,14.18918919,0.405405405,2.342342342,0.369565217,0.538116592,4.551351351
54,윤명준,Bears,27,4,0,3.947368421,55,0,0,0,2,1,11,57.0,239,51,25,25,5,17,1,3,4,0,39,6.157894737,2.684210526,2.294117647,8.052631579,0.789473684,1.684210526,0.262857143,0.71875,3.866666667
55,이준형,Twins,23,2,6,6.182246076,25,13,0,0,0,0,0,71.1,335,84,54,49,4,45,1,4,11,0,35,4.430379747,5.696202532,0.777777778,10.63291139,0.506329114,1.715893108,0.32388664,0.620094192,4.84556962
56,김윤동,Tigers,23,0,3,5.433962264,31,5,0,0,2,1,2,53.0,242,48,33,32,9,38,0,3,4,0,47,7.981132075,6.452830189,1.236842105,8.150943396,1.528301887,1.20754717,0.268965517,0.732984293,5.78490566
57,홍성민,Giants,26,1,1,4.464570282,52,0,0,0,2,0,5,42.1,185,45,24,21,5,16,3,1,3,0,30,6.413301663,3.420427553,1.875,9.619952494,1.06888361,1.852731591,0.30075188,0.690909091,4.458907363
58,문승원,Wyverns,26,4,4,6.64397574,20,12,0,0,0,0,0,63.2,306,86,52,47,12,33,0,3,2,0,49,6.977848101,4.699367089,1.484848485,12.24683544,1.708860759,2.231012658,0.354066986,0.66539924,5.684177215
59,이민호,Dinos,22,9,9,5.510189711,45,21,0,0,2,0,3,130.2,603,159,90,80,18,55,0,6,10,0,102,7.050691244,3.801843318,1.854545455,10.99078341,1.244239631,1.382488479,0.334123223,0.667351129,4.697695853
60,신재영,Heroes,26,15,7,3.895249047,30,30,0,0,0,0,0,168.2,718,192,76,73,19,21,0,11,2,1,99,5.297265161,1.123662307,4.714285714,10.27348395,1.016646849,1.355529132,0.304577465,0.749746707,3.86587396
61,최금강,Dinos,27,11,4,5.0,52,11,0,0,2,1,4,108.0,486,123,65,60,13,36,0,8,6,2,84,7.0,3.0,2.333333333,10.25,1.083333333,1.638888889,0.31884058,0.685483871,4.209259259
62,박진형,Giants,22,6,2,5.806451613,39,14,0,0,0,1,3,93.0,438,101,65,60,9,54,0,13,6,1,78,7.548387097,5.225806452,1.444444444,9.774193548,0.870967742,1.322580645,0.323943662,0.662805663,4.522580645
63,박준표,Tigers,24,4,0,6.270963884,46,2,0,0,0,2,5,51.2,238,60,39,36,4,22,3,8,2,0,33,5.80078125,3.8671875,1.5,10.546875,0.703125,1.2890625,0.32748538,0.604265403,4.215625
64,송창현,Eagles,26,0,0,5.062484007,11,0,0,0,0,0,0,10.2,46,9,6,6,0,6,0,0,1,0,11,9.705882353,5.294117647,1.833333333,7.941176471,0.0,5.0,0.310344828,0.6,2.807843137
65,이성민,Giants,26,6,5,7.077666233,36,6,0,0,0,0,1,68.2,327,89,59,54,11,42,5,4,1,0,47,6.202346041,5.542521994,1.119047619,11.74486804,1.451612903,1.935483871,0.349775785,0.635451505,5.765982405
66,장현식,Dinos,21,1,3,4.480351435,37,5,0,0,0,1,1,76.1,331,68,40,38,5,43,0,2,13,0,59,6.977660972,5.085413929,1.372093023,8.042049934,0.591327201,1.038107753,0.283783784,0.688679245,4.19868594
67,임정호,Dinos,26,1,1,5.400007798,42,0,0,0,1,0,7,23.1,111,25,17,14,0,11,0,6,4,0,29,11.2987013,4.285714286,2.636363636,9.74025974,0.0,1.904761905,0.384615385,0.595238095,2.117748918
68,고영표,Wiz,24,2,4,5.591719132,53,0,0,0,0,3,5,56.1,260,65,38,35,6,19,0,10,0,1,62,9.946524064,3.048128342,3.263157895,10.42780749,0.962566845,1.586452763,0.36196319,0.654205607,3.396078431
69,심재민,Wiz,22,2,3,5.466260867,59,0,0,0,0,1,7,54.1,255,75,36,33,4,24,0,5,1,0,30,4.990757856,3.992606285,1.25,12.47689464,0.665434381,2.532347505,0.369791667,0.691056911,4.382994455
70,박세웅,Giants,20,7,12,5.762589928,27,27,0,0,0,0,0,139.0,627,160,97,89,17,62,0,6,9,0,133,8.611510791,4.014388489,2.14516129,10.35971223,1.100719424,1.215827338,0.349633252,0.641527914,4.214388489
